FID,GEONAME,GENERIC,X,Y
68,Albright Lake,Lake,-119.821666699999,55.4894443999999
69,Alcomdale,Locality,-113.8380556,53.8930555999999
70,Alcove Mountain,Mountain,-118.2311111,52.6133333
71,Alcurve,Locality,-110.066666699999,53.5119443999999
72,Alder Flats,Hamlet,-114.956944399999,52.9330556
73,Aldergrove,Urban Community,-113.50139,53.5166669999999
74,Alderson,Locality,-111.3452778,50.2830555
75,Alderson Creek,Creek,-113.969999999999,49.0447222
76,Alderson Lake,Lake,-113.976111099999,49.0297222
77,Aldersyde,Hamlet,-113.8788889,50.6761111
78,Alex Lake,Lake,-118.3425,56.115
79,Alexander,Post Office,-113.9186111,53.8033332999999
80,Alexander 134,Indian Reserve,-113.9602778,53.8113888999999
81,Alexander 134a,Indian Reserve,-116.450091999999,54.2861499999999
82,Alexander 134b,Indian Reserve,-114.8120155,54.3420082
83,Alexander Gate,Gate,-111.092777799999,52.6974999999999
84,Alexander Island,Island,-111.614166699999,57.1472223
85,Alexander Lake,Lake,-110.480277799999,59.6236110999999
86,Alexandra Glaciers,Glaciers,-117.1483333,51.9852777999999
87,Alexandra River,River,-116.9297222,52.0677778
88,Alexis,Locality,-114.486388899999,53.7488888999999
89,Alexis 133,Indian Reserve,-114.483333299999,53.7333333999999
90,Alexis Cardinal River 234,Indian Reserve,-116.9722222,52.8541667
91,Alexis Elk River 233,Indian Reserve,-116.549444399999,52.9236111
92,Alexis Whitecourt 232,Indian Reserve,-115.8169,54.225
93,Alexo,Locality,-115.783055599999,52.4752778
94,Alford Creek,Creek,-114.880555599999,52.0847222
95,Alford Lake,Lake,-115.08333,52.066667
96,Alfred Lake,Lake,-115.936388899999,51.4733333
97,Algar Lake,Lake,-112.292222199999,56.3116667
98,Algar River,River,-112.194166699999,56.5486111
99,Alhambra,Hamlet,-114.672499999999,52.3430556
100,Alice Creek,Creek,-113.208611099999,58.2980555999999
101,Alice Lake,Lake,-111.5591667,53.2372222999999
102,Alix,Village,-113.1797221,52.3999998999999
103,Alix Lake,Lake,-113.1969444,52.3941667
104,Alix South Junction,Locality,-113.209999999999,52.3699999999999
105,Alkali Creek,Creek,-110.4966667,50.8638888999999
106,Alkali Lake,Lake,-112.183329999999,51.0166669999999
107,Alkali Lake,Lake,-111.7666667,53.5486111
108,Allan Lake,Lake,-116.0619444,54.9386111
109,Allan River,River,-114.775,54.9069445
110,Allday Lake,Lake,-111.453055599999,54.1855556
111,Alleman Creek,Creek,-118.604166699999,57.0366665999999
112,Allen Bill Pond,Pond,-114.686388899999,50.9011111
113,Allen Creek,Creek,-119.0652778,53.8966666
114,Allenby Creek,Creek,-115.5583333,50.9205556
115,Allenby Pass,Pass,-115.569444399999,50.9647221999999
116,Allendale,Urban Community,-113.50139,53.508333
117,Alliance,Village,-111.7852778,52.4344444999999
118,Allingham,Locality,-113.5952778,51.7027778
119,Allison Bay 219,Indian Reserve,-111.036666699999,58.7744445
120,Allison Creek,Creek,-114.589722199999,49.625
121,Allison Peak,Peak,-114.6463889,49.7433333
122,Allsmoke Mountain,Mountain,-114.689444399999,50.7438889
123,Allstones Creek,Creek,-116.374722199999,52.2902777999999
124,Allstones Lake,Lake,-116.4186111,52.3025
125,Alma Creek,Creek,-110.441666699999,53.7536111
126,Alma Lake,Lake,-110.396666699999,53.7808333999999
127,Alness,Locality,-111.731388899999,51.6541666999999
128,Alnus Peak,Peak,-118.006944399999,52.4874999999999
129,Alpen,Railway Point,-112.9252778,54.4252777
130,Alpen Siding,Locality,-112.955555599999,54.4263888999999
131,Alpha Lake,Lake,-115.2538889,53.7727778
132,Alpland Creek,Creek,-116.8936111,51.8283332999999
133,Alpland Creek,Creek,-117.521666699999,52.8975
134,Alsike,Locality,-114.4638889,53.1916666999999
135,Altadore,Urban Community,-114.099999999999,51.0166669999999
136,Altario,Hamlet,-110.1622222,51.9186111
137,Altrude Creek,Creek,-115.935277799999,51.2575
138,Altrude Lakes,Lakes,-116.047499999999,51.2305556
139,Alvena Lake,Lake,-110.194999999999,52.6783332999999
140,Amadou Lake,Lake,-112.9066667,55.3711111
141,Amber Mountain,Mountain,-117.905277799999,52.8116667
142,Amber River,River,-118.915,58.85
143,Amber River 211,Indian Reserve,-118.946111099999,58.8922221999999
144,Amber Valley,Locality,-112.929444399999,54.7327778
145,Ambler Mountain,Mountain,-119.2547222,53.9302776999999
146,Amelia,Locality,-113.0522222,53.8913889
147,Amesbury,Locality,-112.497222199999,55.0811111
148,Amethyst Lakes,Lakes,-118.2769444,52.7
149,Amisk,Village,-111.057222199999,52.5655555
150,Amisk Creek,Creek,-112.5380556,53.365
151,Amisk Lake,Lake,-112.6330556,54.5936110999999
152,Amisk River,River,-111.771111099999,54.4644443999999
153,Ammonite Creek,Creek,-117.825277799999,53.0372223
154,Amundson,Railway Point,-118.386111099999,54.4211110999999
155,Analta,Locality,-113.626944399999,54.3566666999999
156,Anastasia,Locality,-113.0319444,50.7233333
157,Ancona,Locality,-115.586944399999,52.4502778
158,Anderson Creek,Creek,-114.310277799999,52.7683333
159,Anderson Creek,Creek,-117.285555599999,53.3119444
160,Anderson Lake,Lake,-119.244166699999,55.3386112
161,Anderson Peak,Peak,-114.0786111,49.1344444
162,Andrew,Village,-112.3352778,53.8783333
163,Andrew Lake,Lake,-110.1147222,59.8933333
164,Andy Good Peak,Peak,-114.588611099999,49.5655556
165,Angel Glacier,Glacier,-118.062222199999,52.6766665999999
166,Angle Lake,Lake,-110.9680556,53.74
167,Angle Peak,Peak,-118.211944399999,52.6099999999999
168,Angling Lake,Lake,-110.328055599999,54.1991666999999
169,Ankerton,Locality,-112.329999999999,52.7302778
170,Anna Lake,Lake,-115.2316667,54.7405556
171,Annabel Lake,Lake,-116.720833299999,53.5319445
172,Annette Lake,Lake,-118.047499999999,52.9016667
173,Ansell,Locality,-116.5255556,53.5572221999999
174,Ansell Lake,Lake,-113.101944399999,54.5055556
175,Anselmo,Locality,-115.388888899999,53.89
176,Ante Creek,Creek,-117.6869444,54.7688889
177,Antelope Butte,Butte,-114.2088889,49.7702778
178,Antelope Hills,Hills,-111.9283333,51.7497222
179,Antelope Lake,Lake,-111.2491667,51.6694444
180,Antelope Lakes,Lakes,-112.2397222,51.2863888999999
181,Anthony Creek,Creek,-118.9438889,53.6019444
182,Anthozoan Mountain,Mountain,-116.0275,51.4627777999999
183,Anthracite,Locality,-115.4938889,51.1925
184,Antler Creek,Creek,-117.328055599999,53.2122221999999
185,Antler Hill,Hill,-113.893333299999,52.0630555999999
186,Antler Lake,Lake,-113.3777778,57.5488889
187,Antler Lake,Lake,-112.9694444,53.4969443999999
188,Antler Lakes,Lakes,-117.8172222,52.7505555999999
189,Antler Mountain,Mountain,-117.845833299999,52.7588889
190,Antoine Lake,Lake,-112.087777799999,54.7672223
191,Anton Lake,Locality,-113.388888899999,54.1530556
192,Antonio,Locality,-111.7941667,49.8211111
193,Antross,Locality,-114.5136111,53.0766666999999
194,Anzac,Hamlet,-111.0352778,56.4486111
195,AnÃ» KathÃ¢ ÃŽpa (Bald Eagle Peak),Peak,-115.337777778,51.1361111111
196,Apetowun Creek,Creek,-117.2616667,53.6436111
197,Apex Mountain,Mountain,-117.813333299999,52.2227778
198,Apparition Mountain,Mountain,-115.4583333,51.3675
199,Applewood Park,Urban Community,-113.924999999999,51.043056
200,Appleyard Coulee,Coulee,-113.0286111,51.4722221999999
201,Aquila Mountain,Mountain,-118.1094444,52.7366667
202,Arbour Lake,Urban Community,-114.20278,51.1347219999999
203,Arcadia,Locality,-116.128055599999,55.4005555999999
204,Arcadia Creek,Creek,-116.0777778,55.4305555999999
205,Arcand Lake,Lake,-110.787499999999,53.1061111
206,Arch Lake,Lake,-110.629999999999,59.8705556
207,Archer Creek,Creek,-110.6208333,58.0791667
208,Archer Island,Island,-112.8358333,53.6736111
209,Archer Lake,Lake,-110.3405556,58.1130556
210,Archie Hill,Hill,-111.101944399999,52.7444445
211,Archie Lake,Lake,-113.078888899999,54.5063888999999
212,Archie Lake,Lake,-115.0775,54.6877776999999
213,Arctomys Creek,Creek,-116.8147222,51.9933333
214,Arctomys Peak,Peak,-116.983333299999,51.9333333
215,Arcturus Peak,Peak,-118.659999999999,53.4486111
216,Ardennes Peak,Peak,-116.358888899999,52.0413889
217,Ardenode,Locality,-113.4236111,51.1444443999999
218,Ardens Slough,Slough,-111.4658333,58.8963888999999
219,Ardenville,Locality,-113.458611099999,49.545
220,Ardley,Locality,-113.2275,52.2613889
221,Ardmore,Hamlet,-110.482777799999,54.3319443999999
222,Ardrossan,Hamlet,-113.143888899999,53.5522222
223,Argentia Beach,Summer Village,-114.016388899999,53.0536110999999
224,Argyll,Urban Community,-113.45972,53.5027779999999
225,Aries Peak,Peak,-116.6447222,51.7872222
226,Arm Lake,Lake,-110.599444399999,52.7463888999999
227,Armada,Locality,-112.7536111,50.4138889
228,Armena,Locality,-112.9488889,53.1225
229,Armitage's Lake,Lake,-110.411666699999,51.2833333
230,Armstrong Hill,Hill,-111.0925,52.825
231,Armstrong Industrial,Urban Community,-113.616669999999,53.566667
232,Armstrong Lake,Lake,-113.643888899999,54.3894444
233,Armstrong Spring,Spring,-111.0583333,52.8236111
234,Arnault Lake,Lake,-114.7361111,53.7049999999999
235,Arneson,Locality,-110.075,51.1866667
236,Arnica Lake,Lake,-115.9969444,51.2213889
237,Arris Mountain,Mountain,-118.2583333,52.7805556
238,Arrowhead Lake,Lake,-113.629444399999,59.6855556
239,Arrowhead Lake,Lake,-118.229722199999,52.6358334
240,Arrowsmith Coulee,Coulee,-112.509166699999,49.9355556
241,Arrowwood,Village,-113.148333199999,50.7394443999999
242,Arthur Lake,Lake,-114.6488889,53.7647222
243,Arthur Lake,Lake,-113.1533333,54.5316666
244,Arty Hill,Hill,-111.093333299999,52.7558332999999
245,Arvilla,Locality,-114.002499999999,53.9916666
246,ArÃªte Mountain,Mountain,-116.9458333,52.4747222
247,Ashburner Creek,Creek,-116.5352778,52.7511111
248,Ashlar Creek,Creek,-117.843333299999,53.2044444
249,Ashlar Ridge,Ridge,-117.805,53.1727776999999
250,Ashmont,Hamlet,-111.568055599999,54.1291665999999
251,Ashton Lake,Lake,-110.4069444,59.8425
252,Aspen Beach,Railway Point,-113.9386111,52.4613889
253,Aspen Beach Provincial Park,Provincial Park,-113.976666699999,52.4622221999999
254,Aspen Gardens,Urban Community,-113.544439999999,53.475
255,Asphalt Creek,Creek,-111.631111099999,57.5383332999999
256,Asplund Creek,Creek,-117.2186111,54.9258333
257,Assineau,Locality,-115.1911111,55.3744445
258,Assineau River,River,-115.196111099999,55.39
259,Assineau River 150F,Indian Reserve,-115.1891667,55.3872221999999
260,Assiniboine Pass,Pass,-115.608888899999,50.9263888999999
261,Association Peak,Peak,-115.1261111,51.1805555999999
262,Assumption,Hamlet,-118.687222199999,58.6994443999999
263,Aster Creek,Creek,-115.2016667,50.5863889
264,Aster Lake,Lake,-115.2108333,50.5777776999999
265,Astoria Pass,Pass,-118.142499999999,52.7075
266,Astoria River,River,-118.019999999999,52.7986111
267,Astotin Creek,Creek,-112.9413889,53.8530555
268,Astotin Lake,Lake,-112.8533333,53.6819443999999
269,Athabasca,Town,-113.2841667,54.7166666
270,Athabasca Falls,Falls,-117.8833333,52.6644444
271,Athabasca Glacier,Glacier,-117.243611099999,52.1986111
272,Athabasca Landing Provincial Historic Site (Undeveloped),Provincial Historic Site,-113.28333,54.716667
273,Athabasca Pass,Pass,-118.189999999999,52.3822222
274,Athabasca Pass National Historic Site of Canada,National Historic Site,-118.18889,52.383333
275,Athabasca River,River,-110.8333333,58.6666667
276,Athlone,Urban Community,-113.548609999999,53.588889
277,Atihk Sakahikun,Lake,-115.4836111,58.7391666999999
278,Atikameg,Hamlet,-115.6513889,55.9169443999999
279,Atikkamek Creek,Creek,-116.8533333,54.6066666999999
280,Atim Creek,Creek,-113.7558333,53.5980556
281,Atim Lake,Lake,-113.834166699999,53.5936110999999
282,Atkinson Creek,Creek,-114.8405556,51.4186111
283,Atlee,Locality,-110.950277799999,50.8416666999999
284,Atmore,Hamlet,-112.5497222,54.8191666999999
285,Atusis Creek,Creek,-113.0547222,51.3130555999999
286,Auburndale,Locality,-110.8591667,53.0583333
287,Audet Lake,Lake,-110.9122222,57.6444444999999
288,Auger Bay,Bay,-115.253333299999,55.3994444
289,Auger Lake,Lake,-112.5166667,54.7208333999999
290,Aura Creek,Creek,-114.935277799999,51.3344444
291,Aurora Mountain,Mountain,-115.542777799999,50.825
292,Avalanche Creek,Creek,-119.8652778,53.5855554999999
293,Avalanche Pass,Pass,-119.910833299999,53.6161110999999
294,Avenir,Locality,-112.280833299999,55.0405555
295,Avion Ridge,Ridge,-114.1138889,49.1563888
296,Avonmore,Urban Community,-113.45,53.5
297,Aye Mountain,Mountain,-115.643055599999,50.8444445
298,Aylmer Canyon,Canyon,-115.416111099999,51.2922221999999
299,Aylmer Pass,Pass,-115.4552778,51.3177778
300,Aztec Lake,Lake,-117.010277799999,52.4586110999999
301,Azure,Locality,-113.87,50.5011111
302,Azure Lake,Lake,-119.002499999999,53.4580556
303,Babel Creek,Creek,-116.175555599999,51.3327778
304,Babette Creek,Creek,-113.0786111,54.6469444999999
305,Bacon Creek,Creek,-116.7677778,53.1619444999999
306,Bad Heart,Locality,-118.299999999999,55.5
307,Bad Heart River,River,-118.193055599999,55.5522222
308,Bad Land Hills,Hills,-111.7625,50.0825
309,Bad Rapids,Rapids,-114.64,57.0938889
310,Badger Hill,Hill,-112.156388899999,51.9211110999999
311,Badger Hill,Hill,-110.9933333,52.8219445
312,Badger Lake,Lake,-112.4644444,50.3802778
313,Badger Pass,Pass,-115.893333299999,51.4108333
314,Bailey Creek,Creek,-116.836666699999,52.9774999999999
315,Bailey Lake,Lake,-110.1705556,59.9461111
316,Bailey Lakes,Lakes,-112.893333299999,53.5488889
317,Bailey's Bottom,Bottom,-112.916666699999,49.6319444
318,Bain,Locality,-110.3977778,49.2738889
319,Baintree,Locality,-113.2422222,51.1733333
320,Baird Lake,Lake,-114.406388899999,54.3413888999999
321,Baker Creek,Creek,-116.069444399999,51.3458333
322,Baker Lake,Lake,-110.2502778,53.0347221999999
323,Baker Lake,Lake,-110.1194444,56.4336111
324,Baker Lake,Lake,-116.0405556,51.4911110999999
325,Bald Mountain Creek,Creek,-118.6963889,54.8905555999999
326,Balfour Creek,Creek,-116.399444399999,51.5922222
327,Balfour Glacier,Glacier,-116.4305556,51.5719445
328,Balfour Pass,Pass,-116.471944399999,51.5872221999999
329,Balinhard Creek,Creek,-117.366666699999,52.7758334
330,Ball Lake,Lake,-113.274166699999,53.5205556
331,Ball Pass,Pass,-115.9886111,51.1263889
332,Ball Range,Range,-115.989166699999,51.1505555999999
333,Ballantine,Locality,-114.566666699999,53.9172222999999
334,Ballater,Former Post Office,-117.1841667,55.5769444
335,Balm,Locality,-115.2644444,53.9197222
336,Balwin,Urban Community,-113.45,53.583333
337,Balzac,Locality,-114.0094444,51.2133334
338,Banana Lake,Lake,-113.8358333,54.7197222
339,Banded Peak,Peak,-114.9180556,50.7183332999999
340,Banff,Town,-115.573611099999,51.1777778
341,Banff National Park of Canada,National Park,-116.049999999999,51.6
342,Banff Park Museum National Historic Site of Canada,National Historic Site,-115.57222,51.173333
343,Banff Trail,Urban Community,-114.116669999999,51.066667
344,Banff Training Area,Canadian Forces Range and/or Training Area (C.F.T.A.),-115.53444,51.213056
345,Bangs Lake,Lake,-111.033888899999,54.1561110999999
346,Bank Bay,Locality,-110.234722199999,54.5705555999999
347,Bank Creek,Creek,-119.783888899999,54.0252777999999
348,Bankfoot Creek,Creek,-115.308611099999,51.6616666999999
349,Bankhead,Locality,-115.5347222,51.2075
350,Banko Junction,Railway Point,-113.537499999999,53.7472222999999
351,Bankview,Urban Community,-114.099999999999,51.0333329999999
352,Bannerman,Urban Community,-113.375,53.5986109999999
353,Bantry,Locality,-111.733333299999,50.4938889
354,Baptiste Creek,Creek,-113.455833299999,54.7666667
355,Baptiste Lake,Locality,-113.536666699999,54.74
356,Baptiste Lake,Lake,-113.5605556,54.7566666999999
357,Baptiste River,River,-115.075,52.6736111
358,Baptiste River,Locality,-115.301167,52.658472
359,Bar U Ranch National Historic Site of Canada,National Historic Site,-114.244439999999,50.420278
360,Baranow,Urban Community,-113.534719999999,53.6069439999999
361,Barbara Creek,Creek,-117.709444399999,53.6347221999999
362,Barbara Lake,Lake,-110.869166699999,54.5305554999999
363,Barber Lake,Lake,-110.8591667,58.1033333
364,Barbette Glacier,Glacier,-116.6163889,51.7466666999999
365,Barbette Mountain,Mountain,-116.616667,51.725
366,Bard Lake,Lake,-114.0166667,53.8166666999999
367,Bardo,Locality,-112.6875,53.2986111
368,Bare Creek,Creek,-110.0144444,49.2344444
369,Bare Range,Range,-115.731110999999,51.5799999999999
370,Bargrave,Locality,-113.473055599999,51.5480554999999
371,Barich,Locality,-112.6266667,54.1805555999999
372,Baril Creek,Creek,-116.872222199999,53.3722222
373,Baril Creek,Creek,-114.636111099999,50.3624999999999
374,Baril Lake,Lake,-111.6855556,58.7652778
375,Baril Peak,Peak,-114.7563889,50.2994443999999
376,Baril River,River,-111.740555599999,58.9161111
377,Barkenhouse Lake,Lake,-112.352777799999,50.9019443999999
378,Barlee Junction,Locality,-112.816666699999,53.0499999999999
379,Barlow,Railway Point,-113.9633333,51.0080554999999
380,Barnaby Creek,Creek,-114.3447222,49.3652778
381,Barnaby Lake,Lake,-114.381944399999,49.3380555
382,Barnaby Ridge,Ridge,-114.366666699999,49.2999999999999
383,Barnard Dent Group,Group,-116.9458333,51.7430555999999
384,Barnegat,Locality,-111.8266667,54.7924999999999
385,Barnes Ridge,Ridge,-114.675555599999,51.0580556
386,Barnett Lake,Lake,-113.233333299999,51.0719444
387,Barnett Lake,Lake,-112.581388899999,52.2619443999999
388,Barnett Lake,Lake,-113.745,52.4897222
389,Barnwell,Village,-112.263333299999,49.7605556
390,Barons,Village,-113.083055599999,49.9966666999999
391,Barr Creek,Creek,-119.9008333,55.1866667
392,Barreyre Lake,Lake,-110.694999999999,54.2744445
393,Barrhead,Town,-114.4036111,54.1216666999999
394,Barricade Mountain,Mountain,-119.482222199999,53.4036110999999
395,Barrier Lake,Lake,-115.06667,51.0166669999999
396,Barrier Mountain,Mountain,-115.616944399999,51.6574999999999
397,Barrow Lake,Lake,-111.2247222,59.2508333999999
398,Barry Creek,Creek,-114.931666699999,51.8441666
399,Bartman Reservoir,Reservoir,-111.4527778,51.1152778
400,Barton Lake,Lake,-114.5672222,54.0349999999999
401,Bartsch Creek,Creek,-116.9319444,55.3941667
402,Bartstow,Locality,-113.166111099999,50.8780556
403,Base Lake,Lake,-111.844999999999,55.6491667
404,Base Line Creek,Creek,-115.1927778,52.2069444999999
405,Base Line Lake,Lake,-119.844999999999,54.2374999999999
406,Base des Forces canadiennes Cold Lake,Canadian Forces Base,-110.275559999999,54.4074999999999
407,Base des Forces canadiennes Suffield,Canadian Forces Base,-111.174999999999,50.2733333999999
408,Baseline Creek,Creek,-117.3505556,53.5322223
409,Baseline Lake,Lake,-115.913611099999,54.2338888999999
410,Baseline Lake,Lake,-113.2341667,56.68
411,Baseline Mountain,Mountain,-115.429166699999,52.1333332999999
412,Bashaw,Town,-112.9702778,52.5830555
413,Basilica Mountain,Mountain,-118.342222199999,52.8055555999999
414,Bassano,Town,-112.468333299999,50.7875
415,Basset Lake,Lake,-118.477777799999,58.3194444
416,Bastion Peak,Peak,-118.344999999999,52.7097222
417,Bat Lake,Lake,-114.533888899999,53.2252778
418,Bat Lake,Lake,-111.976111099999,54.6483332999999
419,Bat Lake,Lake,-114.95,56.2999999999999
420,Bateman Creek,Creek,-114.8127778,51.0380554999999
421,Bateman Ridge,Ridge,-114.593888899999,51.0905556
422,Bates Lake,Lake,-110.025,54.2047221999999
423,Bath Creek,Creek,-116.2077778,51.4408333
424,Bath Glacier,Glacier,-116.3833333,51.5166666
425,Battensby Lake,Lake,-110.6555556,52.8422222
426,Batter Junction,Locality,-111.822777799999,51.6366666999999
427,Battle Bend,Locality,-111.4452778,52.4488889
428,Battle Butte,Butte,-111.1419444,52.7094444
429,Battle Creek,Creek,-110.004999999999,49.6483332999999
430,Battle Creek,Creek,-114.2386111,52.9833332999999
431,Battle Lake,Locality,-114.1219444,52.9602778
432,Battle Lake,Lake,-114.1891667,52.9683332999999
433,Battle River,Locality,-111.9333333,52.2316666999999
434,Battle River,River,-110,52.8572222
435,Batty Lake,Lake,-111.6061111,54.1047221999999
436,Baturyn,Urban Community,-113.50139,53.633333
437,Bauer's Lake,Lake,-111.049444399999,53.2844444999999
438,Bauerman Creek,Creek,-114.0202778,49.1255555999999
439,Bawlf,Village,-112.466110999999,52.9194444
440,Baxter Lakes,Lakes,-110.7216667,52.9058332999999
441,Bay Tree,Locality,-119.9061111,55.825
442,Bayard Lake,Lake,-112.401111099999,57.7694444999999
443,Baymar Creek,Creek,-114.7905556,51.2730554999999
444,Bayonet Lake,Lake,-110.303611099999,59.9338888999999
445,Bayview,Urban Community,-114.099999999999,50.966667
446,Beach Corner,Locality,-114.1219444,53.5416665999999
447,Beacon Corner,Locality,-111.1525,54.1797223
448,Beacon Heights,Urban Community,-113.40694,53.573611
449,Beacon Lake,Lake,-118.2730556,52.5397222
450,Beacon Peak,Peak,-118.2422222,52.5402776999999
451,Beagle Creek,Creek,-114.2511111,50.0669443999999
452,Bear Canyon,Locality,-119.818611099999,56.2172222
453,Bear Creek,Creek,-114.4577778,50.3505556
454,Bear Creek,Creek,-115.1825,51.6480555999999
455,Bear Creek,Creek,-115.983333299999,54.3666667
456,Bear Creek,Creek,-111.2052778,49.1508333
457,Bear Creek,Creek,-119.8411111,53.9799999999999
458,Bear Hills,Hills,-113.535555599999,52.8563888999999
459,Bear Lake,Lake,-116.152222199999,53.7444443999999
460,Bear Lake,Lake,-114.8730556,54.2244444
461,Bear Lake,Lake,-110.2272222,54.0205555
462,Bear Lake,Locality,-118.973611099999,55.2802778
463,Bear Lake,Lake,-118.9958333,55.2516667
464,Bear Pond,Lake,-114.4305556,50.2183332999999
465,Bear River,River,-118.4727778,55.1080556
466,Bear River,River,-115.4138889,58.3308333
467,Bear River,River,-119.034999999999,55.2841667
468,Bear Valley,Valley,-114.7288889,51.6394444
469,Bearberry,Locality,-114.923055599999,51.8538889
470,Bearberry Creek,Creek,-114.635,51.7994443999999
471,Bearberry Prairie,Prairie,-114.775277799999,51.7791666999999
472,Bearhead Creek,Creek,-116.971388899999,56.0236110999999
473,Bearhills Lake,Lake,-113.6138889,52.9386111
474,Bears Hump,Cliff,-113.916111099999,49.0658334
475,Bearspaw,Locality,-114.310277799999,51.1377778
476,Bearspaw,Urban Community,-113.5,53.441667
477,Beartrap Lake,Lake,-110.5372222,54.2041667
478,Beaton Creek,Creek,-117.6844444,56.5194443999999
479,Beatty Creek,Creek,-117.522499999999,52.8805556
480,Beatty Lake,Lake,-118.0522222,59.8605554999999
481,Beatty River,River,-110.01111,58.219444
482,Beaudry Lakes,Lakes,-114.4686111,50.3955556
483,Beaumaris,Urban Community,-113.50139,53.6013889999999
484,Beaumont,City,-113.415277799999,53.3524999999999
485,BeauprÃ© Creek,Creek,-114.6127778,51.2161110999999
486,BeauprÃ© Hill,Hill,-114.6813889,51.2683333
487,BeauprÃ© Lake,Lake,-114.667222199999,51.2394443999999
488,Beauty Creek,Creek,-117.325277799999,52.3219444
489,Beauvais Lake,Lake,-114.0997222,49.4086111
490,Beauvais Lake Provincial Park,Provincial Park,-114.114999999999,49.4141667
491,Beauvallon,Hamlet,-111.366111099999,53.6588889
492,Beauvallon Lake,Lake,-111.3822222,53.6494444
493,Beauvert Lake,Lake,-118.059722199999,52.8830555999999
494,Beaver Bay,Bay,-112.838611099999,53.67
495,Beaver Bluffs,Bluffs,-118.0663889,53.2041666
496,Beaver County,Municipal District,-112.185,53.2497222
497,Beaver Creek,Creek,-116.836666699999,54.0061110999999
498,Beaver Creek,Creek,-113.7,49.6294443999999
499,Beaver Creek,Creek,-115.6875,54.1527778
500,Beaver Creek,Creek,-114.4361111,50.0941667
501,Beaver Creek,Creek,-114.6819444,52.0644445
502,Beaver Creek,Creek,-117.721944399999,52.8477777
503,Beaver Creek,Creek,-114.3269444,50.3305555
504,Beaver Crossing,Hamlet,-110.2066667,54.3605554999999
505,Beaver Flat,Flat,-116.3388889,52.6180555999999
506,Beaver Indian River,River,-113.161111099999,59.0455554999999
507,Beaver Lake,Lake,-117.7247222,52.8675
508,Beaver Lake,Lake,-111.8163889,54.7058334
509,Beaver Lake,Lake,-111.5961111,56.9774999999999
510,Beaver Lake,Lake,-114.7880556,52.0063888999999
511,Beaver Lake,Hamlet,-111.9097222,54.7602777999999
512,Beaver Lake 131,Indian Reserve,-111.871388899999,54.6686111
513,Beaver Mines,Locality,-114.197222199999,49.4566667
514,Beaver Mines Creek,Creek,-114.143055599999,49.4838888999999
515,Beaver Mines Lake,Lake,-114.2969444,49.3727777
516,Beaver Ranch 163,Indian Reserve,-115.7425,58.4358332999999
517,Beaver Ranch 163a,Indian Reserve,-115.7172773,58.4644643999999
518,Beaver Ranch 163b,Indian Reserve,-115.7916617,58.5258813
519,Beaver Ranch Creek,Creek,-115.5744444,58.4397221999999
520,Beaver River,River,-110,54.2722222
521,Beaver River,River,-111.5997222,57.1202777999999
522,Beaver River,Locality,-110.2661111,54.3699999999999
523,Beaverdam,Locality,-110.3080556,54.2013888999999
524,Beaverdam Creek,Creek,-117.101666699999,53.1297222999999
525,Beaverdam Creek,Creek,-114.253333299999,49.8855556
526,Beaverdam Creek,Creek,-114.3286111,51.5569445
527,Beaverdam Creek,Creek,-119.803055599999,53.5711111
528,Beaverdam Creek,Creek,-119.293888899999,54.1322222
529,Beaverdam Lake,Lake,-113.6013889,49.0816667
530,Beaverdam Pass,Pass,-119.888888899999,53.5766666999999
531,Beaverhill,Locality,-112.8627778,53.8038888999999
532,Beaverhill Creek,Creek,-112.95,53.8983332999999
533,Beaverhill Lake,Lake,-112.535555599999,53.4525
534,Beaverlodge,Town,-119.4288889,55.2091666999999
535,Beaverlodge River,River,-119.360833299999,55.0547222
536,Beaverskin Creek,Creek,-120,58.1499999999999
537,Beavertail Creek,Creek,-119.612499999999,55.3341666
538,Beazer,Locality,-113.4836111,49.115
539,Beazer Ridge,Ridge,-113.496111099999,49.1238888999999
540,Becker Coulee,Coulee,-111.4375,49.4916667
541,Beddington,Locality,-114.04,51.1522222999999
542,Beddington Creek,Creek,-114.0408333,51.1416667
543,Beddington Heights,Urban Community,-114.07917,51.129167
544,Bede Creek,Creek,-116.907499999999,58.3908332999999
545,Bedson Ridge,Ridge,-117.938888899999,53.28
546,Beebe Flats,Flat,-113.6889,49.0319
547,Beehive Creek,Creek,-114.5919444,50.0566667
548,Beehive Mountain,Mountain,-114.6622222,50.0655555
549,Beehive Pass,Pass,-114.675833299999,50.0638889
550,Behan,Locality,-110.427499999999,55.2763889
551,Behan Lake,Lake,-111.564999999999,55.2861110999999
552,Behanhouse Creek,Creek,-114.7161111,51.2641666999999
553,Beiseker,Village,-113.536111,51.3849999999999
554,Bel-Aire,Urban Community,-114.08333,51
555,Belgium Lake,Lake,-115.3894444,50.7130555
556,Belgravia,Urban Community,-113.53333,53.5
557,Bell Lake,Lake,-114.0077778,53.6505555
558,Bellevue,Urban Community,-114.366111099999,49.5808333
559,Bellevue,Urban Community,-113.433329999999,53.566667
560,Bellevue Hill,Hill,-113.9180556,49.1197221999999
561,Bellis,Hamlet,-112.150277799999,54.1427777999999
562,Belloy,Locality,-118.233333299999,55.7538889
563,Belloy Reservoir,Reservoir,-118.2197222,55.7552778
564,Bellrose Lake,Lake,-116.256666699999,55.0941667
